gene_id,gene_name,row_coverage,row_mean,row_median,region_coverage,region_mean,region_median,tstatistic,pvalue,comparison_mode,Imp_total_width,Imp_cluster_count,Imp_max_width,Syp_total_width,Syp_cluster_count,Syp_max_width,feature
FBgn0000568,Eip75B,268800,-4.719045042124292e-5,-1.6269894299457583e-16,10000,-3.8033632855311e-4,-5.1087187991654665e-17,-0.4402577814349049,0.6701200344517801,Imp_to_Syp,76,2,50,28,1,28,UTR3
FBgn0000568,Eip75B,268800,-5.362605408323394e-5,-1.673628502349917e-16,10000,-3.8033632855311e-4,-5.1087187991654665e-17,-0.43175302488107664,0.6670348832539597,Syp_to_Imp,76,2,50,28,1,28,UTR3
FBgn0000575,emc,462150,-9.526712946994528e-5,-8.967449752766966e-17,48750,-0.00109334523278203,-8.272136873607559e-17,-3.520954798176035,0.9997848058529832,Imp_to_Syp,280,5,147,85,3,29,UTR3
FBgn0000575,emc,148125,-7.79591966625174e-5,-6.185614798648992e-17,48750,-0.00109334523278203,-8.272136873607559e-17,-3.5820125940164544,0.999829355434112,Syp_to_Imp,280,5,147,85,3,29,UTR3
FBgn0000578,ena,605100,-5.8234599527082586e-5,-2.2630130492480934e-16,7500,0.00448525877075392,3.693345111839479e-18,7.887202196239989,1.7639322637735777e-15,Imp_to_Syp,118,2,92,28,1,28,UTR3
FBgn0000578,ena,50425,-2.053739487546624e-5,-1.206699391926377e-16,7500,0.00448525877075392,3.693345111839479e-18,7.821762357092176,2.960507332146515e-15,Syp_to_Imp,118,2,92,28,1,28,UTR3
FBgn0000579,Eno,106005,-2.738605404488e-4,-0.00944551517735731,10175,0.01861286981437397,-9.49490644691192e-17,19.47181447504124,3.04524303571129e-83,Imp_to_Syp,176,2,123,57,2,29,UTR3
FBgn0000579,Eno,31515,-3.0472870426814e-4,-0.01304307195389504,10175,0.01861286981437397,-9.49490644691192e-17,19.503638890796815,1.6722105556723243e-83,Syp_to_Imp,176,2,123,57,2,29,UTR3
FBgn0000611,exd,883775,-6.0775049660851745e-5,0,71875,0.00192941950927689,0,8.379159750887002,2.7127241465159153e-17,Imp_to_Syp,406,8,117,54,2,28,UTR3
FBgn0000611,exd,192125,-4.822134749003498e-5,0,71875,0.00192941950927689,0,8.326305885177272,4.242494619011236e-17,Syp_to_Imp,406,8,117,54,2,28,UTR3
FBgn0000636,Fas3,1984360,-1.1617588679532278e-5,-0.00771687115599734,4200,0.00738959077103703,-0.01101742990736366,5.655077051862705,8.306332675868159e-9,Imp_to_Syp,125,3,49,27,1,27,UTR3
FBgn0000636,Fas3,425220,-8.921761214249372e-6,-0.00811017173104282,4200,0.00738959077103703,-0.01101742990736366,5.653017237938579,8.40576834768474e-9,Syp_to_Imp,125,3,49,27,1,27,UTR3
FBgn0000667,Actn,4280375,-1.075424343850939e-5,-0.00611387808660637,22000,0.05887532588090215,0.03412911929943092,92.24119688264092,0,Imp_to_Syp,193,3,93,30,1,30,UTR3
FBgn0000667,Actn,1245200,-9.425571713392648e-6,-0.00329175191848221,22000,0.05887532588090215,0.03412911929943092,92.2391156051993,0,Syp_to_Imp,193,3,93,30,1,30,UTR3
FBgn0001092,Gapdh2,57225,-5.3529022264439e-4,-3.4885442765602483e-16,8750,8.4437448001728e-4,-9.0295393389228e-4,1.2332352207946904,0.1087605753629532,Imp_to_Syp,170,2,121,50,1,50,UTR3
FBgn0001092,Gapdh2,16350,-5.3564343933295e-4,-3.3598538849139616e-16,8750,8.4437448001728e-4,-9.0295393389228e-4,1.2335509491452616,0.10870170928337464,Syp_to_Imp,170,2,121,50,1,50,UTR3
FBgn0001105,Gbeta13F,1942925,-4.497123302541916e-5,-0.00572229936488088,276000,0.00185257511414275,-0.00103592682329428,11.053539057546995,1.0682752237594044e-28,Imp_to_Syp,388,8,118,333,7,96,UTR3
FBgn0001105,Gbeta13F,1621920,-4.346305699859262e-5,-0.0032875922197096,276000,0.00185257511414275,-0.00103592682329428,11.044753668645663,1.178044407586564e-28,Syp_to_Imp,388,8,118,333,7,96,UTR3
FBgn0001145,Gs2,93390,-3.3496087516873e-4,-0.00236764088795249,4950,0.00318662416454041,-0.00286616635098233,2.405947870356592,0.00808350499118763,Imp_to_Syp,185,4,77,26,1,26,UTR3
FBgn0001145,Gs2,16980,-4.0938855941652e-4,-0.00658334159364294,4950,0.00318662416454041,-0.00286616635098233,2.456796884761287,0.00702613886342535,Syp_to_Imp,185,4,77,26,1,26,UTR3
FBgn0001186,Hex-A,157520,-5.3290336985836926e-5,-1.1915512133124115e-16,1200,-0.01162494228112962,-1.536835367421838e-16,-6.167909083632754,0.9999999995278004,Imp_to_Syp,74,2,48,29,1,29,UTR3
FBgn0001186,Hex-A,29535,-6.326477893815808e-5,-0.00588387669869494,1200,-0.01162494228112962,-1.536835367421838e-16,-6.162592517647288,0.9999999995121696,Syp_to_Imp,74,2,48,29,1,29,UTR3
FBgn0001215,Hrb98DE,943200,-3.622840691609261e-5,0,27000,6.1937102037833e-4,0,1.9387463256079267,0.02627132117753552,Imp_to_Syp,312,7,119,26,1,26,UTR3
FBgn0001215,Hrb98DE,125760,-3.0380699694825764e-5,0,27000,6.1937102037833e-4,0,1.9214534171390307,0.02734254248991197,Syp_to_Imp,312,7,119,26,1,26,UTR3
FBgn0001218,Hsc70-3,165060,-1.6902062609904e-4,-0.0154988885911021,27000,0.0109018885215512,-0.01255325932835938,18.71684338555805,5.603586119578003e-78,Imp_to_Syp,101,2,53,104,2,76,UTR3
FBgn0001218,Hsc70-3,137550,-2.2349695763073e-4,-0.01473265940069978,27000,0.0109018885215512,-0.01255325932835938,18.808942864643267,1.0128607367070392e-78,Syp_to_Imp,101,2,53,104,2,76,UTR3
FBgn0001235,hth,111693010,-1.1933789268036791e-6,-2.385839467879284e-16,235950,0.00844689489936572,-1.3838748513664582e-16,58.393463518703264,0,Imp_to_Syp,1090,20,141,59,2,30,UTR3
FBgn0001235,hth,12887655,-1.2332109937098285e-6,-2.5561778084045695e-16,235950,0.00844689489936572,-1.3838748513664582e-16,58.39373883925734,0,Syp_to_Imp,1090,20,141,59,2,30,UTR3
FBgn0001942,eIF4A,129325,-2.4009187009688e-4,-0.01130727015686511,18375,0.0075118566263245,-0.00898346878989786,11.066356818879,1.1228473108718634e-28,Imp_to_Syp,171,2,118,80,2,53,UTR3
FBgn0001942,eIF4A,77595,-2.2949747658608e-4,-0.00925729148902293,18375,0.00751185662632449,-0.00898346878989786,11.051232706673629,1.3275741627226994e-28,Syp_to_Imp,171,2,118,80,2,53,UTR3
FBgn0002525,Lam,612360,-9.294546832091074e-5,0,37800,7.4965792218835e-4,0,2.113330199013671,0.01728952533153763,Imp_to_Syp,485,6,226,29,1,29,UTR3
FBgn0002525,Lam,79380,-1.02373080327e-4,0,37800,7.4965792218835e-4,0,2.1369755550393723,0.01630318984817764,Syp_to_Imp,485,6,226,29,1,29,UTR3
FBgn0002645,Map205,949995,-9.970338854716958e-5,-0.01046348346375186,260400,0.0023304124684893,-0.00806753312169876,14.362428076986006,4.639979738427869e-47,Imp_to_Syp,358,7,98,527,11,95,UTR3
FBgn0002645,Map205,1144080,-9.705184211483032e-5,-0.01039495080321241,260400,0.0023304124684893,-0.00806753312169876,14.34675695381013,5.815723663786615e-47,Syp_to_Imp,358,7,98,527,11,95,UTR3
FBgn0002719,Men,5535,-5.9447090085305e-4,1.3526345581147323e-16,1050,-0.00664571587696119,-0.01364451442415681,-1.9583331999758464,0.9747721795586238,Imp_to_Syp,26,1,26,75,1,75,UTR3
FBgn0002719,Men,25830,-5.3848832479295e-4,2.0215630048650808e-17,1050,-0.00664571587696119,-0.01364451442415681,-1.9764505523143372,0.9758173053383438,Syp_to_Imp,26,1,26,75,1,75,UTR3
FBgn0002772,Mlc1,69440,-1.8017327124532e-4,-0.02113086069805432,7000,0.03207881911122046,0.00962470323609159,22.05622101530594,1.3914851064060771e-104,Imp_to_Syp,50,1,50,105,2,76,UTR3
FBgn0002772,Mlc1,99200,-2.1758600381415e-4,-0.02706987675809639,7000,0.03207881911122046,0.00962470323609159,22.08180096797592,8.199567260869588e-105,Syp_to_Imp,50,1,50,105,2,76,UTR3
FBgn0003137,Ppn,69600,-1.1088855766192e-4,-8.302524302197172e-17,9000,6.17258621165702e-5,-9.45263611164983e-17,0.40623878826914583,0.34228840807632643,Imp_to_Syp,145,2,73,27,1,27,UTR3
FBgn0003137,Ppn,27840,-1.0795127838724e-4,-8.141361118910524e-17,9000,6.172586211657034e-5,-9.45263611164983e-17,0.3993260588755797,0.34483122234216307,Syp_to_Imp,145,2,73,27,1,27,UTR3
FBgn0003165,pum,1219530,-2.2002919487662615e-5,-1.9381748762927174e-16,82150,0.0010343800727207,-1.6568444164841918e-16,4.476048439525803,3.806964246128141e-6,Imp_to_Syp,201,4,72,244,7,54,UTR3
FBgn0003165,pum,1426620,-3.0709317798966213e-5,-4.8306483087622e-4,82150,0.0010343800727207,-1.6568444164841918e-16,4.512938715933731,3.2012021385620477e-6,Syp_to_Imp,201,4,72,244,7,54,UTR3
FBgn0003261,Rm62,1143455,-4.317311989658263e-5,-0.01476759391674353,168625,0.0686329537690818,0.054367810475348,281.25378379359745,0,Imp_to_Syp,255,5,97,431,4,211,UTR3
FBgn0003261,Rm62,1529975,-4.2698707769082664e-5,-0.01514953256543852,168625,0.06863295376908178,0.054367810475348,281.251840902931,0,Syp_to_Imp,255,5,97,431,4,211,UTR3
FBgn0003392,shi,466720,-5.693479180690866e-5,-0.02154178320796474,8000,-0.00306220517802105,-0.01231911444593742,-3.214817679646901,0.9993447708283856,Imp_to_Syp,80,3,27,26,1,26,UTR3
FBgn0003392,shi,145850,-4.4906741595012104e-5,-0.00771626165951581,8000,-0.00306220517802105,-0.01231911444593742,-3.227684404934004,0.9993735019086282,Syp_to_Imp,80,3,27,26,1,26,UTR3
FBgn0003435,sm,12128500,-1.0137901775925484e-5,-0.00671427152904829,276950,-0.00127713035720345,-0.00511475789922603,-8.852716878438773,1,Imp_to_Syp,635,12,192,181,4,73,UTR3
FBgn0003435,sm,3683000,-1.0767708636581491e-5,-3.7338533605994535e-16,276950,-0.00127713035720345,-0.00511475789922603,-8.848316298307767,1,Syp_to_Imp,635,12,192,181,4,73,UTR3
FBgn0003607,Su(var)205,10450,-0.00104692227902695,-0.01080358191336222,2000,-2.2178581460162e-4,-0.01614046244674229,0.3471845820203635,0.3642445999498916,Imp_to_Syp,48,1,48,53,1,53,UTR3
FBgn0003607,Su(var)205,8360,-0.00103938834128233,-0.01214813724167966,2000,-2.2178581460162e-4,-0.01614046244674229,0.34401460088438846,0.3654357437761164,Syp_to_Imp,48,1,48,53,1,53,UTR3
FBgn0003721,Tm1,7649970,-1.026866149052354e-5,-0.00967974354594047,199500,0.03038594568616803,0.01266319181347973,150.5286479284507,0,Imp_to_Syp,564,8,143,278,6,75,UTR3
FBgn0003721,Tm1,4697350,-1.0897612561417612e-5,-0.01017559961448314,199500,0.03038594568616803,0.01266319181347973,150.53176263060513,0,Syp_to_Imp,564,8,143,278,6,75,UTR3
FBgn0003891,tud,86570,-2.2864624149025e-4,-0.00923636229385342,3850,0.06315560656328965,0.09261468242558486,44.53288006676255,0,Imp_to_Syp,131,3,75,83,3,30,UTR3
FBgn0003891,tud,27545,-2.1368424770661e-4,-0.00944610514585747,3850,0.06315560656328965,0.09261468242558486,44.52236798142207,0,Syp_to_Imp,131,3,75,83,3,30,UTR3
FBgn0004103,Pp1-87B,596885,-9.236133506722878e-5,-9.40392341897076e-17,41200,7.2097212142495e-4,-7.572574718343217e-17,2.164474489166956,0.01521683859549869,Imp_to_Syp,413,7,94,28,1,28,UTR3
FBgn0004103,Pp1-87B,92720,-1.1407761737666e-4,-9.01042029395052e-17,41200,7.2097212142495e-4,-7.572574718343217e-17,2.222266700569466,0.01313534797053652,Syp_to_Imp,413,7,94,28,1,28,UTR3
FBgn0004108,Nrt,132600,-1.5925757541326e-4,-0.00280613683911588,18600,0.00218237604064263,-2.4082255043010607e-16,3.900018728311995,4.826163055902804e-5,Imp_to_Syp,154,3,73,102,3,48,UTR3
FBgn0004108,Nrt,171275,-1.666252731302e-4,-0.00151035303791327,18600,0.00218237604064263,-2.4082255043010607e-16,3.9122897167721753,4.587513113946975e-5,Syp_to_Imp,154,3,73,102,3,48,UTR3
FBgn0004177,mts,504450,-7.065875803935564e-5,-1.4020594487606222e-16,29925,0.0074401433358082,-9.194988869903331e-17,18.81355695087866,8.308544281453745e-79,Imp_to_Syp,198,3,100,82,2,54,UTR3
FBgn0004177,mts,185850,-8.326156115786463e-5,-9.210980088804028e-17,29925,0.0074401433358082,-9.194988869903331e-17,18.845125290883917,4.609807008019551e-79,Syp_to_Imp,198,3,100,82,2,54,UTR3
FBgn0004179,Csp,217250,-5.2180425151812605e-5,-1.7190705714040974e-16,17600,0.00418847685864095,-1.3249218126195882e-16,8.656605237493746,2.6368727490549936e-18,Imp_to_Syp,82,3,28,108,3,54,UTR3
FBgn0004179,Csp,316000,-6.567920545909473e-5,-1.6935802814707932e-16,17600,0.00418847685864095,-1.3249218126195882e-16,8.684160780063616,2.0721931997372327e-18,Syp_to_Imp,82,3,28,108,3,54,UTR3
FBgn0004227,nonA,493255,-3.8836960395711314e-5,-0.01753196649991412,9350,0.04345595841175554,0.03366585857742733,37.33249879557488,9.071511825031631e-285,Imp_to_Syp,29,1,29,82,2,52,UTR3
FBgn0004227,nonA,638330,-3.961931359920617e-5,-0.0176821870635887,9350,0.04345595841175553,0.03366585857742733,37.33317030580448,8.875603871245616e-285,Syp_to_Imp,29,1,29,82,2,52,UTR3
FBgn0004237,Hrb87F,283675,-6.433540819313316e-5,-1.0540637236432836e-16,7000,0.01191617055958752,-7.031896791483819e-17,12.547684756096851,4.9510885741755384e-36,Imp_to_Syp,102,2,75,28,1,28,UTR3
FBgn0004237,Hrb87F,64840,-9.972905975626511e-5,-0.00315578787244072,7000,0.01191617055958752,-7.031896791483819e-17,12.584754007042989,3.130574046453885e-36,Syp_to_Imp,102,2,75,28,1,28,UTR3
FBgn0004362,HmgD,254100,-2.1259880709849e-4,-0.01146121119156087,25500,-0.00211484130731287,-0.01307529733904445,-3.606740242633552,0.9998446700837992,Imp_to_Syp,242,6,77,75,2,47,UTR3
FBgn0004362,HmgD,71995,-1.87550602511e-4,-0.01130094949551049,25500,-0.00211484130731287,-0.01307529733904445,-3.654232803377659,0.9998707652838577,Syp_to_Imp,242,6,77,75,2,47,UTR3
FBgn0004363,porin,102560,-2.082316819892e-4,-2.8422609718944996e-16,8800,-7.8776064376185e-4,-2.8678060235352173e-16,-0.7303823155213387,0.767412014718213,Imp_to_Syp,104,2,78,79,2,51,UTR3
FBgn0004363,porin,35255,-1.7670259827562e-4,-2.1426215761672648e-16,8800,-7.8776064376185e-4,-2.8678060235352173e-16,-0.7701185266307082,0.7793748689116912,Syp_to_Imp,104,2,78,79,2,51,UTR3
FBgn0004432,Cyp1,152700,-3.4514386219648e-4,-0.01030791657995443,61500,8.4106561028759e-4,-0.01164352589601276,3.008074360333394,0.00131507556690688,Imp_to_Syp,223,3,99,191,5,52,UTR3
FBgn0004432,Cyp1,104345,-3.8319010320906e-4,-0.01266237757597574,61500,8.4106561028759e-4,-0.01164352589601276,3.104554724680294,9.5326085559147e-4,Syp_to_Imp,223,3,99,191,5,52,UTR3
FBgn0004587,B52,359385,-2.6146209039258376e-5,-1.8901065845092687e-16,5700,0.00491248301414461,-3.289517951015149e-16,4.835018795258857,6.8314663384325e-7,Imp_to_Syp,81,2,52,50,1,50,UTR3
FBgn0004587,B52,226980,-3.7914436116527945e-5,-4.521822847376309e-16,5700,0.00491248301414461,-3.289517951015149e-16,4.846540129729232,6.448159985019881e-7,Syp_to_Imp,81,2,52,50,1,50,UTR3
FBgn0004595,pros,4270750,-6.534336251803743e-6,-5.88112921658769e-17,1236125,2.2949866534105e-4,-4.390410953248102e-17,3.925057540569525,4.335685016416752e-5,Imp_to_Syp,242,4,95,4808,83,175,UTR3
FBgn0004595,pros,69807350,-5.680685056562424e-6,-1.0828617064544764e-16,1236125,2.2949866534105e-4,-4.390410953248102e-17,3.910861940639492,4.59861202241104e-5,Syp_to_Imp,242,4,95,4808,83,175,UTR3
FBgn0004636,Rap1,963750,-1.2702285345298e-4,-0.0116456383476493,56250,0.0062515743661117,-0.00662099650376793,16.545167434224414,1.2118545474648593e-61,Imp_to_Syp,408,7,136,26,1,26,UTR3
FBgn0004636,Rap1,138780,-1.2784229522363e-4,-0.01268735487552624,56250,0.0062515743661117,-0.00662099650376793,16.54729294878996,1.1700260925454669e-61,Syp_to_Imp,408,7,136,26,1,26,UTR3
FBgn0004638,drk,632160,-9.77960834049984e-5,-5.029831809814978e-16,36000,0.00235445827255523,-0.00305541302732167,5.432638894174131,2.7943007247315925e-8,Imp_to_Syp,226,4,121,27,1,27,UTR3
FBgn0004638,drk,175600,-8.862381131422363e-5,-0.00262858084024098,36000,0.00235445827255523,-0.00305541302732167,5.412318962032027,3.1305252079694235e-8,Syp_to_Imp,226,4,121,27,1,27,UTR3
FBgn0004652,fru,2661970,-8.147632960968495e-6,-0.0054143868048286,44175,0.01553004412892453,-6.256525724321238e-17,38.66432144423115,0,Imp_to_Syp,80,2,51,276,5,74,UTR3
FBgn0004652,fru,4894590,-8.64492810697314e-6,-0.00169127261877238,44175,0.01553004412892453,-6.256525724321238e-17,38.66555888419022,0,Syp_to_Imp,80,2,51,276,5,74,UTR3
FBgn0004656,fs(1)h,5182380,-1.3068057994929074e-5,-0.00953280713277537,35700,-0.00359310292863083,-0.01692734401494691,-8.464017578826637,1,Imp_to_Syp,231,5,76,29,1,29,UTR3
FBgn0004656,fs(1)h,1048815,-1.4205199343418424e-5,-0.00798886093001071,35700,-0.00359310292863083,-0.01692734401494691,-8.461329117761027,1,Syp_to_Imp,231,5,76,29,1,29,UTR3
FBgn0004687,Mlc-c,328410,-1.9124668939793e-4,-2.42715427510257e-16,97900,9.9376351339841e-5,-2.367272962434935e-16,1.0134714935260265,0.15541875513059936,Imp_to_Syp,439,4,143,104,2,75,UTR3
FBgn0004687,Mlc-c,162360,-2.2280294631015e-4,-3.223796736429204e-16,97900,9.937635133984194e-5,-2.367272962434935e-16,1.1235156481179611,0.1306106567677863,Syp_to_Imp,439,4,143,104,2,75,UTR3
FBgn0004828,His3.3B,492590,-9.577050775329644e-5,-3.901050781993442e-16,10850,-0.01248109625696261,-2.996453903640567e-16,-18.194588308252342,1,Imp_to_Syp,244,3,142,29,1,29,UTR3
FBgn0004828,His3.3B,55615,-4.7596723980365475e-5,-8.465369635369989e-17,10850,-0.01248109625696261,-2.996453903640567e-16,-18.26535771559355,1,Syp_to_Imp,244,3,142,29,1,29,UTR3
FBgn0004838,Hrb27C,8384540,-1.343228955666635e-5,-1.6830858123059242e-16,723900,0.00371843649863982,-5.977262616714864e-17,52.03370944608454,0,Imp_to_Syp,954,14,124,534,11,169,UTR3
FBgn0004838,Hrb27C,3763140,-1.1588725243263822e-5,-1.438265486513762e-16,723900,0.00371843649863982,-5.977262616714864e-17,52.00800449897272,0,Syp_to_Imp,954,14,124,534,11,169,UTR3
FBgn0004889,tws,605400,-4.005035962064392e-5,0,30000,2.7721036594009e-4,0,0.6800583870989227,0.2482363697982291,Imp_to_Syp,258,5,73,26,1,26,UTR3
FBgn0004889,tws,201800,-4.850019740549654e-5,0,30000,2.7721036594009e-4,0,0.6981708813102948,0.2425378730109004,Syp_to_Imp,258,5,73,26,1,26,UTR3
FBgn0004907,14-3-3zeta,1992725,-5.8008697737815913e-5,0,246075,-3.9990723618874e-4,0,-2.2364076964364705,0.987337015069682,Imp_to_Syp,714,10,143,209,6,52,UTR3
FBgn0004907,14-3-3zeta,526575,-5.711140235898925e-5,0,246075,-3.9990723618874e-4,0,-2.242277035042812,0.9875278200171996,Syp_to_Imp,714,10,143,209,6,52,UTR3
FBgn0004921,Ggamma1,937020,-6.606530398853798e-5,-4.106063529907801e-16,18900,-2.0064234573206633e-5,-0.00660014939497767,0.07262761660991378,0.471051609217065,Imp_to_Syp,401,3,341,27,1,27,UTR3
FBgn0004921,Ggamma1,100395,-6.596531229111497e-5,-3.4160658142717e-4,18900,-2.00642345732064e-5,-0.00660014939497767,0.07246974726563772,0.4711144236077971,Syp_to_Imp,401,3,341,27,1,27,UTR3
FBgn0004924,Top1,527750,-7.334884565279767e-5,-0.00702530118421812,5000,0.01108117103322398,-0.0119546097197301,7.550955730714006,2.5529855250850593e-14,Imp_to_Syp,152,4,71,27,1,27,UTR3
FBgn0004924,Top1,42220,-7.591283185949452e-5,-0.01321499206825044,5000,0.01108117103322398,-0.0119546097197301,7.552691398994772,2.519559394609584e-14,Syp_to_Imp,152,4,71,27,1,27,UTR3
FBgn0005648,Pabp2,262680,-9.715592381180224e-5,-1.760285883473955e-16,15400,0.00636322221399098,8.735079811933001e-17,11.35105011601831,4.8099939768131054e-30,Imp_to_Syp,187,5,73,71,1,71,UTR3
FBgn0005648,Pabp2,83580,-8.335648500338525e-5,-1.2740607415390107e-16,15400,0.00636322221399098,8.735079811933001e-17,11.326804148035304,6.330829256457036e-30,Syp_to_Imp,187,5,73,71,1,71,UTR3
FBgn0005671,Vha55,221100,-6.640584759908563e-5,-4.012381715370451e-17,15400,1.2377167187551e-4,-7.111603224625738e-17,0.3707884402030379,0.3554001061773715,Imp_to_Syp,197,3,99,54,2,28,UTR3
FBgn0005671,Vha55,70350,-6.950159806833754e-5,-1.6412439708578052e-17,15400,1.2377167187551e-4,-7.111603224625738e-17,0.3768242139944041,0.35315471851451613,Syp_to_Imp,197,3,99,54,2,28,UTR3
FBgn0010100,mAcon1,29535,-2.687731931169e-4,-1.9635387479924687e-16,3025,-0.01030863302801534,-0.01144762517243979,-7.273204157369186,0.9999999999997774,Imp_to_Syp,47,1,47,49,1,49,UTR3
FBgn0010100,mAcon1,29535,-3.2586878968381e-4,-0.0091025427574278,3025,-0.01030863302801534,-0.01144762517243979,-7.231842232287875,0.9999999999996996,Syp_to_Imp,47,1,47,49,1,49,UTR3
FBgn0010113,hdc,25223460,-9.357565518660972e-6,-2.995411655068295e-16,3791400,1.6506623278644216e-5,-2.839610489100506e-16,0.7481803754439061,0.22717570641830517,Imp_to_Syp,1936,35,123,1432,29,126,UTR3
FBgn0010113,hdc,21078760,-9.519125696261926e-6,-2.817757233952527e-16,3791400,1.6506623278644246e-5,-2.839610489100506e-16,0.7528538703399417,0.2257688888105665,Syp_to_Imp,1936,35,123,1432,29,126,UTR3
FBgn0010226,GstS1,264875,-2.1277758407481e-4,-0.00651511355500266,32500,0.00162059513245893,-0.00839406190540206,3.974272893330729,3.537348990339469e-5,Imp_to_Syp,289,3,118,30,1,30,UTR3
