exp_string,gene_id,gene_name,gene_biotype,n_binding_site,binding_feature,l2fc_xlsite,padj_xlsite,l2fc_bsmax,padj_bsmin,feature_pct_UTR5,feature_pct_CDS,feature_pct_UTR3,feature_pct_intron,feature_pct_ncRNA_exon,feature_pct_ncRNA_intron,avg_iCLIP_tpm,human_homologs,mammalian_imp_target,mammalian_syp_target
L1_Imp,FBgn0001145,Gs2,protein_coding,5,UTR3,3.0068492337689188,6.762743922229621e-77,1.6451123573835573,0.0019140135296885617,0,0,100,0,NA,NA,550.9566322817113,GLUL,TRUE,FALSE
L1_Imp,FBgn0001169,H,protein_coding,5,UTR3,2.7062498386313445,7.445501285529e-49,3.255113669030386,0.026034447447897586,0,0,100,0,NA,NA,14.756706088333333,NA,FALSE,FALSE
L1_Imp,FBgn0001197,His2Av,protein_coding,22,UTR3,3.6649083867080514,7.287521047861788e-72,2.2485570383966116,0.0015191908265931417,0,0,100,0,NA,NA,361.8450974,H2AZ1 | H2AZ2,TRUE,FALSE
L1_Imp,FBgn0001215,Hrb98DE,protein_coding,55,UTR3,2.5774215625585,9.170795782027597e-51,3.205700622436108,4.157613952740095e-26,0,0,100,0,NA,NA,593.4608029831313,HNRNPA1 | HNRNPA1L2 | HNRNPA2B1 | HNRNPA3,TRUE,TRUE
L1_Imp,FBgn0001218,Hsc70-3,protein_coding,27,UTR3,2.6660428480490785,2.418846292668215e-41,1.9589620129369818,5.865434493551883e-14,0,0,100,0,NA,NA,764.5425670039133,HSPA5,TRUE,TRUE
L1_Imp,FBgn0001235,hth,protein_coding,155,UTR3,2.6773418020097073,1.0601356516858615e-65,4.413451514989198,3.3361292656622098e-40,0,0,100,0,NA,NA,660.9348902333334,MEIS1 | MEIS2 | MEIS3,FALSE,TRUE
L1_Imp,FBgn0001253,ImpE1,protein_coding,7,UTR3,0.6991684611821278,1,1.539153682025398,0.014898860500558565,0,0,100,0,NA,NA,33.33390172237473,NA,FALSE,FALSE
L1_Imp,FBgn0001257,ImpL2,protein_coding,33,UTR3,3.40908688192786,1.1104005125577854e-126,3.1922278046706305,6.509324335680799e-29,0,0,100,0,NA,NA,149.1757867,NA,FALSE,FALSE
L1_Imp,FBgn0001297,kay,protein_coding,20,UTR3,2.4845916508546346,7.544410622418734e-73,2.9813155948370302,2.044166459288067e-17,0,0,100,0,NA,NA,75.59455063340499,FOSL1,TRUE,FALSE
L1_Imp,FBgn0001308,Khc,protein_coding,2,UTR3,1.2141559551294991,6.496762205029985e-9,3.6489254845190597,0.012597855960480022,0,0,100,0,NA,NA,8.293545333333334,KIF5A | KIF5B | KIF5C,TRUE,TRUE
L1_Imp,FBgn0001316,klar,protein_coding,2,UTR3,-1.3426349040068442,1.3025545045384337e-18,3.7658649554117147,0.01321097574022297,0,0,100,0,NA,NA,11.384061913312033,NA,FALSE,FALSE
L1_Imp,FBgn0001404,egh,protein_coding,7,UTR5,2.709913804088658,2.2755622711412993e-64,3.7558755866949047,0.0029750478493791414,100,0,0,0,NA,NA,36.412292666666666,NA,FALSE,FALSE
L1_Imp,FBgn0001624,dlg1,protein_coding,49,CDS:UTR3,2.208228298876809,1.1408784071286413e-46,3.549770599131084,6.34133574311237e-8,0,14.285714285714285,85.71428571428571,0,NA,NA,184.11631613745328,DLG1 | DLG2 | DLG3 | DLG4,TRUE,TRUE
L1_Imp,FBgn0001942,eIF4A,protein_coding,30,UTR3,2.9101051578379766,2.8366591520078248e-67,2.9608273814602666,5.0716880192388757e-26,0,0,100,0,NA,NA,1359.7047494666667,EIF4A1 | EIF4A2,FALSE,TRUE
L1_Imp,FBgn0001994,crp,protein_coding,42,UTR3,3.0228970438701825,3.731337775179308e-84,4.578375078034248,1.474905981536834e-18,0,0,100,0,NA,NA,99.26551226666666,TFAP4,FALSE,FALSE
L1_Imp,FBgn0002022,Catsup,protein_coding,9,UTR3,2.9653792511662336,2.8747468073838103e-63,3.5148268497535082,0.015875124729016785,0,0,100,0,NA,NA,35.318133333333336,SLC39A7,FALSE,FALSE
L1_Imp,FBgn0002121,l(2)gl,protein_coding,2,UTR3,1.661785389337222,3.071514397628526e-23,3.7586369065451026,0.012830328954024294,0,0,100,0,NA,NA,45.46878044981129,LLGL1 | LLGL2,FALSE,FALSE
L1_Imp,FBgn0002525,Lam,protein_coding,64,UTR3,4.707587170396851,8.896724633764373e-207,3.7841242442466654,2.7930560993026095e-34,0,0,100,0,NA,NA,238.613374,LMNA | LMNB1 | LMNB2,TRUE,TRUE
L1_Imp,FBgn0002622,RpS3,protein_coding,8,UTR3,1.406866017688692,1.1087397207839405e-21,3.34488745311617,1.3819655375467517e-60,0,0,100,0,NA,NA,236.510568,RPS3,FALSE,FALSE
L1_Imp,FBgn0002643,mam,protein_coding,18,UTR3,1.917255824966765,2.1247354212816998e-44,3.5604414004596405,1.0918995754427254e-17,0,0,100,0,NA,NA,47.536509466666665,NA,FALSE,FALSE
L1_Imp,FBgn0002645,Map205,protein_coding,19,UTR3,2.9824664919477724,9.883407177730097e-82,3.626825976365581,3.684451869712287e-7,0,0,100,0,NA,NA,66.34183256784215,NA,FALSE,FALSE
L1_Imp,FBgn0002719,Men,protein_coding,3,UTR3,1.29442552355475,3.789534514842012e-12,3.5017230329979574,6.895254838871791e-6,0,0,100,0,NA,NA,66.24802833333334,ME1 | ME2 | ME3,TRUE,TRUE
L1_Imp,FBgn0002736,mago,protein_coding,11,UTR3,4.130758576689113,9.321704948073299e-56,4.129407404210402,4.833833384515429e-4,0,0,100,0,NA,NA,46.37916666666666,MAGOH | MAGOHB,FALSE,FALSE
L1_Imp,FBgn0002772,Mlc1,protein_coding,11,UTR3,2.8335069421160184,4.503692074567502e-59,2.46151316211754,2.7654634202954897e-13,0,0,100,0,NA,NA,1663.7496042333335,NA,FALSE,FALSE
L1_Imp,FBgn0002773,Mlc2,protein_coding,24,UTR3,3.377476366692253,9.416474310515078e-70,2.2289282574585756,2.9369694466373136e-11,0,0,100,0,NA,NA,2138.0882866666666,NA,FALSE,FALSE
L1_Imp,FBgn0002789,Mp20,protein_coding,10,UTR3,2.152334697807087,4.499395484598672e-32,1.4153141882581468,9.189163906753114e-10,0,0,100,0,NA,NA,338.1814366666667,CNN1 | CNN2 | CNN3 | TAGLN2 | TAGLN3,TRUE,FALSE
L1_Imp,FBgn0002914,Myb,protein_coding,2,UTR3,2.4723109954147824,9.745487166014134e-37,3.5168875307429897,0.014988382526692049,0,0,100,0,NA,NA,47.72302466666667,MYB | MYBL1 | MYBL2,TRUE,TRUE
L1_Imp,FBgn0002921,Atpalpha,protein_coding,92,UTR3,4.564083757345775,6.932214149915751e-103,3.530626653371018,3.15980847114803e-60,0,0,100,0,NA,NA,1940.3233543607334,ATP1A1 | ATP1A2 | ATP1A3 | ATP1A4,TRUE,TRUE
L1_Imp,FBgn0002973,numb,protein_coding,5,UTR3,1.817182078914738,2.8171864758463676e-33,4.079583767164082,0.009128930433306032,0,0,100,0,NA,NA,35.68528426666667,NUMB | NUMBL,TRUE,TRUE
L1_Imp,FBgn0003016,osp,protein_coding,33,UTR3,0.571426608316906,0.018735158807317406,3.9053386681717663,3.74986040101683e-16,0,0,100,0,NA,NA,50.094955541666664,MPRIP,TRUE,TRUE
L1_Imp,FBgn0003053,peb,protein_coding,2,CDS,1.4538637349765118,1.813716407333826e-12,3.351094900716309,0.021786121386278234,0,100,0,0,NA,NA,5.384587343,RREB1,TRUE,FALSE
L1_Imp,FBgn0003093,Pkc98E,protein_coding,19,UTR3,3.2886598625221195,1.8696647057288754e-103,4.829198712893695,5.866433799313068e-5,0,0,100,0,NA,NA,57.3086112,PRKCE | PRKCH,TRUE,TRUE
L1_Imp,FBgn0003118,pnt,protein_coding,5,UTR3,-0.021992855625402204,1,4.807785544150358,5.482661995003527e-4,0,0,100,0,NA,NA,18.324144,ETS1 | ETS2,TRUE,TRUE
L1_Imp,FBgn0003137,Ppn,protein_coding,22,UTR3,3.590090460785905,3.168465720654078e-119,3.311741382021864,2.6051573750989094e-75,0,0,100,0,NA,NA,221.62343326386667,PAPLN,FALSE,FALSE
L1_Imp,FBgn0003149,Prm,protein_coding,5,UTR3,1.4186928245870358,6.25362408284816e-18,1.5862321528784873,2.0239298626176455e-21,0,0,100,0,NA,NA,156.5300554,NA,FALSE,FALSE
L1_Imp,FBgn0003165,pum,protein_coding,18,UTR3,0.21571994984409334,1,3.416694956315856,6.267374444272821e-5,0,0,100,0,NA,NA,42.019346326666664,PUM1 | PUM2,TRUE,TRUE
L1_Imp,FBgn0003169,put,protein_coding,4,UTR3,2.449325809118478,1.1466362556623557e-35,3.0673127771661304,0.01970956934257992,0,0,100,0,NA,NA,11.356091766666667,ACVR2A | ACVR2B,TRUE,TRUE
L1_Imp,FBgn0003205,Ras85D,protein_coding,42,UTR3,4.647747675736238,1.614487117582101e-132,4.052720818256295,2.0101433663991325e-6,0,0,100,0,NA,NA,97.56144266666666,HRAS | KRAS | NRAS,TRUE,TRUE
L1_Imp,FBgn0003206,Ras64B,protein_coding,45,UTR3,4.401190240384589,7.261557726911289e-143,4.270367032511819,3.6414212128701238e-6,0,0,100,0,NA,NA,141.846429,RRAS | RRAS2,TRUE,FALSE
L1_Imp,FBgn0003218,rdgB,protein_coding,4,UTR3,2.966514060636891,6.17267916569474e-63,3.9358660400016405,0.01321097574022297,0,0,100,0,NA,NA,27.846146790458167,PITPNM1 | PITPNM2 | PITPNM3,TRUE,TRUE
L1_Imp,FBgn0003257,r-l,protein_coding,6,UTR3,3.20069579848406,7.980009498097503e-55,2.8359418142454333,0.011137515308015676,0,0,100,0,NA,NA,22.345365666666666,UMPS,TRUE,FALSE
L1_Imp,FBgn0003261,Rm62,protein_coding,25,UTR3,1.847035206909855,1.3121561459616646e-34,1.5332204680157344,4.7825513294812495e-9,0,0,100,0,NA,NA,167.53036683314332,DDX17 | DDX5,FALSE,TRUE
L1_Imp,FBgn0003277,RpII215,protein_coding,18,UTR3,2.860154904716044,5.5790968509863734e-61,3.046352517151044,8.902198650657565e-8,0,0,100,0,NA,NA,15.875469,POLR2A,TRUE,TRUE
L1_Imp,FBgn0003310,S,protein_coding,9,UTR3,2.2288221413471936,1.955355843659209e-58,4.45454131592667,0.001527934245249224,0,0,100,0,NA,NA,31.168916733333333,NA,FALSE,FALSE
L1_Imp,FBgn0003345,sd,protein_coding,29,UTR3,2.2715532873684947,8.896710778208803e-46,3.0059583474032987,1.0859227246860992e-11,0,0,100,0,NA,NA,85.14956404281334,TEAD1 | TEAD2 | TEAD3 | TEAD4,TRUE,TRUE
L1_Imp,FBgn0003360,sesB,protein_coding,35,UTR3:CDS,4.391626868029961,3.487369600690689e-77,2.0257043454011296,8.354515727740517e-32,0,14.285714285714285,85.71428571428571,0,NA,NA,10811.360658000001,SLC25A31 | SLC25A4 | SLC25A5 | SLC25A6,TRUE,TRUE
L1_Imp,FBgn0003371,sgg,protein_coding,65,UTR3,1.8367995582692127,1.902805995907825e-33,4.6134580694295755,2.475897151588617e-18,0,0,100,0,NA,NA,197.81220238716693,GSK3A | GSK3B,TRUE,TRUE
L1_Imp,FBgn0003380,Sh,protein_coding,106,UTR3,2.5346854521904225,5.311128576430347e-70,4.548173173105448,5.509478962926997e-16,0,0,100,0,NA,NA,118.99525221666666,GALNT8 | KCNA1 | KCNA10 | KCNA2 | KCNA3 | KCNA4 | KCNA5 | KCNA7,TRUE,FALSE
L1_Imp,FBgn0003386,Shaw,protein_coding,2,UTR3,2.7229499928811363,3.321801428309036e-52,3.6500141662194574,0.014003879199538084,0,0,100,0,NA,NA,37.707325702871664,KCNC1 | KCNC2 | KCNC3 | KCNC4,FALSE,TRUE
L1_Imp,FBgn0003392,shi,protein_coding,13,UTR3,2.7042270462722318,2.070221061650282e-65,3.9416196494019453,0.011675814318427973,0,0,100,0,NA,NA,57.73559333127666,DNM1 | DNM2 | DNM3,TRUE,TRUE
L1_Imp,FBgn0003415,skd,protein_coding,42,UTR3,2.7509702117003005,9.095787609333166e-60,5.448002750544451,2.1454050399039177e-20,0,0,100,0,NA,NA,53.271255546626016,MED13 | MED13L,TRUE,TRUE
L1_Imp,FBgn0003416,sl,protein_coding,2,UTR3,4.023013876649462,4.862112370147847e-89,3.687308142888823,0.017929503559075036,0,0,100,0,NA,NA,14.244858,PLCG1 | PLCG2,FALSE,TRUE
L1_Imp,FBgn0003423,slgA,protein_coding,41,UTR3,2.7600014857554265,1.0428204350519911e-81,3.9984833514567466,3.4103941105342455e-5,0,0,100,0,NA,NA,100.32183757682769,PRODH | PRODH2,FALSE,FALSE
L1_Imp,FBgn0003429,slo,protein_coding,17,UTR3,1.0527720683719737,9.563476574857822e-11,3.7538182596678635,8.659415063776102e-5,0,0,100,0,NA,NA,41.1932337403289,KCNMA1 | KCNU1,TRUE,TRUE
L1_Imp,FBgn0003435,sm,protein_coding,109,UTR3,2.5583131160249772,4.555551952631326e-75,4.601727061954647,1.168927489107188e-19,0,0,100,0,NA,NA,528.7046543225421,HNRNPL | HNRNPLL,FALSE,FALSE
L1_Imp,FBgn0003447,sn,protein_coding,1,UTR3,1.4225278747248709,1.8522061547132535e-13,4.174457432338638,0.004045295064864783,0,0,100,0,NA,NA,21.77367484921727,FSCN1 | FSCN2,TRUE,TRUE
L1_Imp,FBgn0003463,sog,protein_coding,2,UTR5,1.2875862255556543,3.566399707946109e-15,3.7081073059808567,0.018508882741857142,100,0,0,0,NA,NA,13.906238633333333,CHRD,FALSE,FALSE
L1_Imp,FBgn0003502,Btk29A,protein_coding,10,UTR3,0.5497953480148365,0.010385086374102395,4.489208307697546,0.0013656108315894544,0,0,100,0,NA,NA,18.873865696666666,BTK | ITK | TEC | TXK,FALSE,FALSE
L1_Imp,FBgn0003514,sqh,protein_coding,6,UTR3,2.7715011312530806,9.037653035766086e-46,1.3172006611297187,0.0010297014430911662,0,0,100,0,NA,NA,165.097205,MYL12A | MYL12B | MYL9,TRUE,TRUE
L1_Imp,FBgn0003520,stau,protein_coding,9,UTR3,3.4220903539540863,2.807422366368121e-74,4.548861539138105,0.0024327169450535178,0,0,100,0,NA,NA,29.020420356666666,STAU1 | STAU2,TRUE,TRUE
L1_Imp,FBgn0003557,Su(dx),protein_coding,26,UTR3,3.355918831857413,4.430983787780135e-99,3.757048009787438,1.2204747386971153e-11,0,0,100,0,NA,NA,37.10157053333333,ITCH | WWP1 | WWP2,TRUE,TRUE
L1_Imp,FBgn0003721,Tm1,protein_coding,61,UTR3,2.324941764310547,2.4405036595315004e-42,2.7204938776552248,5.0743070318774845e-43,0,0,100,0,NA,NA,1085.0359780826539,TPM1 | TPM2 | TPM3 | TPM4,TRUE,TRUE
