exp_string,gene_id,gene_name,exist,score,norm_binding,norm_binding_z,norm_binding_rescale,cluster_id,cluster_code,cluster_description,gene_count,cluster_id_label
L1 Imp,FBgn0000283,Cp190,3,4.863736033331379,0.33332792701553143,-0.8737011695887452,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0000286,Cf2,3,2.826874316112612,0.05692695664611838,-0.6317904987074728,-1,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0000289,cg,3,113.09570735261543,1.768348076900169,1.149434144924419,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000299,Col4a1,3,3259.991103665634,1.873126759674841,0.9540466722335866,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000307,chif,2,2.609205231491906,0.2186538631393531,-0.5878255948152635,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0000308,chic,3,3219.5573091382753,1.350943669665567,0.8294458547264748,0.9292139166647633,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000317,ck,3,34.33655381620239,1.8804874249993944,0.9957414366344306,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000352,cos,3,26.69565490960325,1.4386060914330339,0.4920992622915925,0.3400227471988275,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000370,crc,3,695.4401226215333,0.8648226078567111,-0.3333395845987595,-0.13671523591677515,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0000382,csw,3,143.96249469563907,1.7796353766153967,1.0270155084941002,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000404,CycA,3,7.52507534465928,0.23047329033726902,-0.8393771387909529,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0000405,CycB,1,0.37598022745049187,0.006182915566695809,-0.6959304903998335,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0000412,D1,3,90.3920841127516,0.626663292567018,-0.5615356760526089,-0.5806773863246528,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0000416,Sap-r,3,211.1624468765955,0.9187324015800767,-0.23658320293026164,-0.25809796281815167,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000448,Hr3,3,192.7368315304926,1.2260465829626048,0.3066653277014958,0.3866826526087208,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000454,Dip-B,3,127.23689865632964,2.3520387269481553,1.2247599338377886,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0000463,Dl,3,14.391755318447837,0.2349940435853755,-1.1473180405691936,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0000479,dnc,3,483.1205232951146,1.3213747031531449,0.4137327674104097,0.2926801133459602,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000541,E(bx),3,39.94162528674379,0.5905027855927537,-0.7136997786225724,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0000542,ec,3,28.880631629576804,2.0606291064139626,1.396360402248747,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000546,EcR,3,27.60645356753296,0.1719224309589525,-1.003158795036994,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0000557,eEF1alpha2,3,213.85792181365923,0.6076310626944759,-0.4540370472338952,-0.38393345692942105,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0000559,eEF2,3,49.51395647890381,0.16014495531754153,-0.8394308586344762,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0000562,egl,3,25.61185560506326,1.5045820013069868,0.8223605533565761,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000567,Eip74EF,3,527.2173562629004,2.4438519872123012,1.321706636234485,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0000568,Eip75B,3,141.51675998524917,0.6143878515203435,-0.578292418091247,-0.7332318743844137,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0000575,emc,3,372.00752563295487,1.1188791932692725,0.2280649409403411,0.4826200792192785,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0000578,ena,3,194.50084601625596,1.641194675228203,0.8927321600037201,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000579,Eno,3,262.66887592214965,1.0104389685806086,0.03388165079324593,-0.02085218551119461,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000611,exd,3,291.5865534371143,1.1019131106448727,0.2169475240467728,0.1878645913829433,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000633,CG17716,3,36.736179484694375,1.080303291018698,0.13190352572542496,0.38148110233388755,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0000635,Fas2,3,189.05382269724055,1.5713263383395977,0.813384620016493,0.9474028022104857,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000659,fkh,3,98.82453955443565,2.070059857823357,1.2172430645402985,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0000667,Actn,3,1651.931073349563,1.7659480852441871,0.8670959813538213,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0000719,fog,3,66.76907120860615,2.0489977288193995,1.4323969394341853,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0000721,for,3,4.105339318190558,0.5192805179206721,-0.41120124322152224,-0.8356667189156359,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0000996,dup,1,0.37598022745049187,0.090982945076386,-0.8844253545352043,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0001078,ftz-f1,3,116.91853578538088,0.7108883263335344,-0.32441793764096805,-0.3970760252869048,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001090,bnb,3,1032.4169738015776,2.047527333571699,1.037658862428607,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0001092,Gapdh2,3,861.027704530052,1.4581395134345616,0.6652577436684999,0.6621087417413216,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001098,Gdh,3,163.19098426484322,1.2524026120983704,0.47116212776318755,0.7704522923310146,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001105,Gbeta13F,3,1317.245475517586,1.1831035953871727,0.39588631197300905,0.7898393798445535,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0001112,Gld,3,195.80886841129055,0.6996780296390774,-0.4170864057806734,-0.6709269069746279,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001114,Glt,3,55.46137486333711,0.5645827796537746,-0.6605475154954092,-1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001122,Galphao,3,1915.1374806692963,2.0164916655237732,1.0270344351505571,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001124,Got1,3,7.1932552631758995,0.2979390452694589,-0.7549605522168872,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0001139,gro,3,78.9507955482399,1.2450287131633253,0.4340154461265158,0.8090270086872604,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0001142,Gs1,3,32.8666396113446,0.39606339357780856,-0.5683597086732086,-0.7657205991695801,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001145,Gs2,3,1072.9762112683889,1.742104019877953,0.9351546442609129,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001149,GstD1,3,73.22719422078073,0.5084527498860942,-0.5745521771540877,-0.7671497106093423,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001169,H,3,33.90497960543547,0.5701692080080876,-0.5742126397820866,-0.7633357605731458,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0001186,Hex-A,3,124.15648316080824,1.3454241527662303,0.5193872310642901,0.3835515549087132,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001197,His2Av,3,193.86377628242016,0.8652752704770761,-0.30643502437688996,-0.1033812274595548,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0001215,Hrb98DE,3,982.3621080663625,1.4328026767176083,1.1464019579033393,1,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0001218,Hsc70-3,3,2168.9440306970005,1.5501831889971973,1.0212508335304618,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001223,Hsp22,1,0.37598022745049187,0.048279811927621354,-0.9151821211871308,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0001224,Hsp23,2,1.437750857388389,0.010477023483533805,-0.6614369025982498,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0001228,CG4456,1,0.37598022745049187,0.04783446093735359,-0.9120372127257834,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0001233,Hsp83,3,89.29678951016471,0.34253173457120933,-0.9179980766315853,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0001234,lncRNA:Hsromega,3,54.74091742660001,0.06570333894647178,-0.8667001112568146,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0001235,hth,3,1528.3692577983957,1.574219632320931,0.8026562954595644,0.8714551127590642,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001248,Idh,3,52.34163742805265,0.5705615245641882,-0.6067484162111851,-1,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001250,if,3,21.581233296619654,0.9480859067993211,-0.07657894727857809,-0.22094885921860186,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001257,ImpL2,3,351.93554616770973,1.790262842065228,0.8425122910920841,0.9591068220063004,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001258,Ldh,3,38.63082995106309,0.9542076900183735,-0.06284107380474253,-0.30708417152312517,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001297,kay,3,363.27076916262047,1.7513551021422418,1.0628341008101891,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0001308,Khc,3,20.43695638404384,0.600951464065203,-0.37345217675210196,-0.7589249012213116,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001316,klar,3,20.734521189119903,0.5729682159590909,-1.300534522110746,-1,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001319,kn,3,26.911043861209407,1.1453382650546793,0.25300868728754394,0.06735971997112977,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001321,knk,1,0.3185311889813691,0.12967880804601256,-0.5807403653349327,-0.9924111608345176,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001404,egh,3,63.69285644058889,2.0875371979620505,1.1573228266358107,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001624,dlg1,3,392.5120611141552,1.9483270316852086,1.2478233083130754,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0001942,eIF4A,3,1572.5372704519773,1.4206024127724024,0.8628738633334396,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0001961,Arpc1,3,9.051822593094531,1.1194706340737601,0.27610701716510805,0.14544004795307397,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0001983,wor,1,0.3185311889813691,0.031163630569387948,-0.5375826817302821,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0001994,crp,3,308.7400845513381,1.450508231246545,0.7261162379354877,0.9433192823922141,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0002121,l(2)gl,3,131.29473486930112,0.8559036959974932,-0.31757052058236274,-0.73684483518402355,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0002284,Prosbeta6,2,0.6657868971972996,0.08662055452710804,-0.8586327113846639,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002306,sas,3,15.100311955347545,0.8235594554311362,-0.21427836643602524,-0.1878484998615596,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0002431,hyd,2,1.480410723340032,0.0610003309471541,-0.8139583672012161,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002521,pho,3,10.87493746446092,0.16603262809082214,-0.9922353752900065,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002525,Lam,3,708.195300912214,1.61409819661425,0.9949569680920455,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0002579,RpL36,3,4.8840312176993335,0.07422746093640503,-1.0109229278001515,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0002590,RpS5a,3,289.8356399685201,0.4561916892344099,-0.7240504657007466,-0.892871217727674,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0002593,RpLP1,3,8.13216340257203,0.10712445774399368,-0.9985100395423185,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0002622,RpS3,3,212.53059361021317,0.8288907202236645,-0.37054254045048957,-0.6448731272039342,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0002626,RpL32,3,4.144361553974007,0.11307320970148019,-1.0588569125064098,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0002638,Rcc1,1,0.3185311889813691,0.03460949547609712,-0.8788644339116638,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0002643,mam,3,253.9757275225855,1.785908485586532,1.1668661597882808,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0002719,Men,3,177.65651288193152,1.092411852171948,0.15617024760018394,0.3154806653739959,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0002772,Mlc1,3,1520.105158150915,1.0691466716726787,0.0972681581148023,0.2849866629243947,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0002773,Mlc2,3,4600.462826019069,1.2425768185804738,0.43330703010256205,0.7012033199807615,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0002778,mnd,2,0.3472557082159305,0.05153788741391837,-0.8679901189802504,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002781,mod(mdg4),2,2.271524363020829,0.06138798323744239,-0.7235809842106081,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002783,mor,3,1.6718334092482403,0.15987799703454098,-0.6145678625561766,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002789,Mp20,3,366.3722590053616,1.3041996386993568,0.5032987668149893,0.8388220802919433,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0002868,MtnA,3,18.9162360943038,0.2333598737572072,-0.8513381221792016,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002914,Myb,3,12.071767278682715,0.23448101171395652,-1.031472656110837,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002917,na,3,13.52613584686964,2.1792387723889712,1.1527755412720535,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0002921,Atpalpha,3,9466.461085536032,2.18266590480667,1.1270341616737294,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0002932,neur,2,1.2636960903802246,0.03882989487040929,-0.7072065856702767,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0002973,numb,3,64.55099395848366,1.2090130097131964,0.29236027477059046,0.06607511378380759,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003016,osp,3,220.2482682767105,2.087387228498838,1.1427496203736691,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003044,Pcl,3,4.8037620966488,0.30999320318954965,-0.8471698472782805,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003067,Pepck1,3,117.74149879791858,1.1016088854333057,0.1432046307692581,0.3028741137268869,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0003087,pim,1,0.37598022745049187,0.08791865356742792,-0.7136233769405638,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003091,Pkc53E,3,18.960054655475737,1.745932968471215,0.7898117330883102,0.8481606439708729,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003093,Pkc98E,3,185.54419499088124,2.225344875002798,1.1421025559102802,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003118,pnt,3,21.90688310100538,1.3915444145823772,0.8793050381319335,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003124,polo,3,5.729495837983753,0.1510657210444134,-0.7473017581546417,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003134,Pp1alpha-96A,3,90.20079346915082,1.7258255089982928,0.8824674450213715,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003137,Ppn,3,1760.798649210193,2.59461992003753,1.3624885856276552,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003139,PpV,3,41.48662609567948,1.8935198443343229,0.929815600555766,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003149,Prm,3,690.2306629600818,1.207150872371559,0.6944628392107456,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003165,pum,3,209.74049212586849,0.5451216759439859,-0.9202667520448674,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003169,put,3,16.004893558488206,1.9025820079899172,1.340068176193527,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003205,Ras85D,3,184.34020169781073,1.813428845185924,1.132243771722265,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003206,Ras64B,3,214.42243335598937,1.9222174945750565,0.9062297027533586,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003209,raw,3,6.4611143308253896,0.2134670883409133,-0.5369093972808472,-0.9205019277857127,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0003218,rdgB,3,65.58930729951534,1.675875785786795,0.7605954379732658,0.8133757407457489,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003256,rl,3,3.4415517516719034,0.05751264828183973,-0.7174287851089192,-1,Cluster V,Peak_L2Syp,Peak L2 Syp binding,300,V
L1 Imp,FBgn0003257,r-l,3,34.56984496008293,2.222074872631489,1.3149640878337656,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003261,Rm62,3,427.417544776791,0.524831912059958,-1.0468081610955322,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003274,RpLP2,3,6.537907230027506,0.050137131685409786,-0.931658249514442,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0003277,RpII215,3,133.31680972109237,1.6605676128957758,0.9087960513758991,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003310,S,3,89.56233755689745,1.6416545771761362,1.0112104814017469,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003321,sbr,3,18.01592837704275,0.9755136811182739,-0.05540958452572014,0.15978422267250791,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003334,Scm,3,17.049906144553393,0.4393063958746712,-0.8212554942737635,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003345,sd,3,183.15051279722735,1.8543890500506253,1.1948471139956143,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003360,sesB,3,15002.701342500452,2.0359868987299463,1.0333247354623283,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003371,sgg,3,435.0975736155118,1.8116682187703133,0.9919955578205459,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003380,Sh,3,759.5891427531642,2.5720273279552246,1.3180986225243112,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003386,Shaw,3,40.128117434053664,2.4065705973808953,1.2740888158719597,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003391,shg,3,4.14663923720091,0.24942279493280364,-0.5837885653926146,-0.9869502805106554,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003415,skd,3,308.944110126737,1.7234413683491496,1.1331334136767028,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003416,sl,3,37.70871276465073,2.0245200007031774,1.044421404549063,1,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003423,slgA,3,231.1110215752527,1.716637597370832,0.781405822748628,0.8250964876732052,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003429,slo,3,116.99038985521788,2.210762316294827,1.1428157937630696,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003435,sm,3,634.849396500734,1.179347519042143,0.2555618550875181,0.32353562261341473,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0003447,sn,3,24.25738829733667,0.28941038686408516,-0.5642552639531135,-0.9313659046751913,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003462,Sod1,3,32.27042025873036,0.5614062117052415,-0.6874524365132015,-0.9109262078734864,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003463,sog,3,23.033940176471337,2.0305453536031126,1.4142068230011422,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003502,Btk29A,3,39.62767665932616,0.8587236917016446,-0.259064793098127,-0.06540381866243816,Cluster VI,Other,Other,102,VI
L1 Imp,FBgn0003514,sqh,3,182.64193599286332,1.3881566239390815,0.6024525902171782,0.5295551463180945,Cluster II,High_Imp,Higher Imp binding,763,II
L1 Imp,FBgn0003517,sta,3,13.262789339660085,0.15427646688139832,-0.9814612462802694,-1,Cluster IV,High_Syp,Higher Syp binding,167,IV
L1 Imp,FBgn0003520,stau,3,71.59049508064538,0.6194470835899296,-0.46448815651603886,-0.5537474082071503,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003525,stg,3,1.817401487930584,0.02040442134508314,-0.6733397608596345,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003557,Su(dx),3,131.67340779552427,2.368233596727322,1.2277244327870718,1,Cluster I,High_Imp,Higher Imp binding,423,I
L1 Imp,FBgn0003598,Su(var)3-7,3,0.7225224429402013,0.15745923839850873,-0.9990475284608402,-1,Cluster III,High_Syp,Higher Syp binding,367,III
L1 Imp,FBgn0003607,Su(var)205,3,11.04583801183438,0.10933334751602841,-0.6968093643329483,-1,Cluster III,High_Syp,Higher Syp binding,367,III
