gene_id,gene_name,row_coverage,row_mean,row_median,region_coverage,region_mean,region_median,tstatistic,pvalue,comparison_mode,Imp_total_width,Imp_cluster_count,Imp_max_width,Syp_total_width,Syp_cluster_count,Syp_max_width,feature,group,comparison_type,fill_group
FBgn0000416,Sap-r,35920,-3.6293830154882e-4,-4.440892098500642e-16,18400,-7.100244136876244e-5,-2.762876568105349e-16,0.5010112892848267,0.3081845856724412,Syp to shuffled Imp binding sites,219,3,163,50,1,50,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000451,ect,1469975,-2.5502746103021424e-5,-2.1629740474113107e-18,74750,0.01260274177378544,4.7701225412684384e-17,47.94946455446303,0,Imp to shuffled Syp binding sites,209,5,97,158,3,77,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000451,ect,1040290,-2.859319616937793e-5,1.0932588888315703e-18,74750,0.01260274177378544,4.7701225412684384e-17,47.961198998287,0,Syp to shuffled Imp binding sites,209,5,97,158,3,77,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000547,ed,666325,-7.901382022508013e-5,-0.01358164613749521,49500,0.0143096086517163,-0.01259690037055405,27.813329513772032,3.002775140026481e-169,Imp to shuffled Syp binding sites,183,4,98,57,2,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000547,ed,436140,-7.808709057998417e-5,-0.00791024280233175,49500,0.0143096086517163,-0.01259690037055405,27.811538137492654,3.15395142448955e-169,Syp to shuffled Imp binding sites,183,4,98,57,2,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000568,Eip75B,268800,-4.719045042124292e-5,-1.6269894299457583e-16,10000,-3.8033632855311e-4,-5.1087187991654665e-17,-0.4402577814349049,0.6701200344517801,Imp to shuffled Syp binding sites,76,2,50,28,1,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000568,Eip75B,268800,-5.362605408323394e-5,-1.673628502349917e-16,10000,-3.8033632855311e-4,-5.1087187991654665e-17,-0.43175302488107664,0.6670348832539597,Syp to shuffled Imp binding sites,76,2,50,28,1,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000575,emc,462150,-9.526712946994528e-5,-8.967449752766966e-17,48750,-0.00109334523278203,-8.272136873607559e-17,-3.520954798176035,0.9997848058529832,Imp to shuffled Syp binding sites,280,5,147,85,3,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000575,emc,148125,-7.79591966625174e-5,-6.185614798648992e-17,48750,-0.00109334523278203,-8.272136873607559e-17,-3.5820125940164544,0.999829355434112,Syp to shuffled Imp binding sites,280,5,147,85,3,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000578,ena,605100,-5.8234599527082586e-5,-2.2630130492480934e-16,7500,0.00448525877075392,3.693345111839479e-18,7.887202196239989,1.7639322637735777e-15,Imp to shuffled Syp binding sites,118,2,92,28,1,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000578,ena,50425,-2.053739487546624e-5,-1.206699391926377e-16,7500,0.00448525877075392,3.693345111839479e-18,7.821762357092176,2.960507332146515e-15,Syp to shuffled Imp binding sites,118,2,92,28,1,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000579,Eno,106005,-2.738605404488e-4,-0.00944551517735731,10175,0.01861286981437397,-9.49490644691192e-17,19.47181447504124,3.04524303571129e-83,Imp to shuffled Syp binding sites,176,2,123,57,2,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000579,Eno,31515,-3.0472870426814e-4,-0.01304307195389504,10175,0.01861286981437397,-9.49490644691192e-17,19.503638890796815,1.6722105556723243e-83,Syp to shuffled Imp binding sites,176,2,123,57,2,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000611,exd,883775,-6.0775049660851745e-5,0,71875,0.00192941950927689,0,8.379159750887002,2.7127241465159153e-17,Imp to shuffled Syp binding sites,406,8,117,54,2,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000611,exd,192125,-4.822134749003498e-5,0,71875,0.00192941950927689,0,8.326305885177272,4.242494619011236e-17,Syp to shuffled Imp binding sites,406,8,117,54,2,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000636,Fas3,1984360,-1.1617588679532278e-5,-0.00771687115599734,4200,0.00738959077103703,-0.01101742990736366,5.655077051862705,8.306332675868159e-9,Imp to shuffled Syp binding sites,125,3,49,27,1,27,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000636,Fas3,425220,-8.921761214249372e-6,-0.00811017173104282,4200,0.00738959077103703,-0.01101742990736366,5.653017237938579,8.40576834768474e-9,Syp to shuffled Imp binding sites,125,3,49,27,1,27,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0000667,Actn,4280375,-1.075424343850939e-5,-0.00611387808660637,22000,0.05887532588090215,0.03412911929943092,92.24119688264092,0,Imp to shuffled Syp binding sites,193,3,93,30,1,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0000667,Actn,1245200,-9.425571713392648e-6,-0.00329175191848221,22000,0.05887532588090215,0.03412911929943092,92.2391156051993,0,Syp to shuffled Imp binding sites,193,3,93,30,1,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001092,Gapdh2,57225,-5.3529022264439e-4,-3.4885442765602483e-16,8750,8.4437448001728e-4,-9.0295393389228e-4,1.2332352207946904,0.1087605753629532,Imp to shuffled Syp binding sites,170,2,121,50,1,50,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001092,Gapdh2,16350,-5.3564343933295e-4,-3.3598538849139616e-16,8750,8.4437448001728e-4,-9.0295393389228e-4,1.2335509491452616,0.10870170928337464,Syp to shuffled Imp binding sites,170,2,121,50,1,50,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001105,Gbeta13F,1942925,-4.497123302541916e-5,-0.00572229936488088,276000,0.00185257511414275,-0.00103592682329428,11.053539057546995,1.0682752237594044e-28,Imp to shuffled Syp binding sites,388,8,118,333,7,96,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001105,Gbeta13F,1621920,-4.346305699859262e-5,-0.0032875922197096,276000,0.00185257511414275,-0.00103592682329428,11.044753668645663,1.178044407586564e-28,Syp to shuffled Imp binding sites,388,8,118,333,7,96,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001145,Gs2,93390,-3.3496087516873e-4,-0.00236764088795249,4950,0.00318662416454041,-0.00286616635098233,2.405947870356592,0.00808350499118763,Imp to shuffled Syp binding sites,185,4,77,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001145,Gs2,16980,-4.0938855941652e-4,-0.00658334159364294,4950,0.00318662416454041,-0.00286616635098233,2.456796884761287,0.00702613886342535,Syp to shuffled Imp binding sites,185,4,77,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001186,Hex-A,157520,-5.3290336985836926e-5,-1.1915512133124115e-16,1200,-0.01162494228112962,-1.536835367421838e-16,-6.167909083632754,0.9999999995278004,Imp to shuffled Syp binding sites,74,2,48,29,1,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001186,Hex-A,29535,-6.326477893815808e-5,-0.00588387669869494,1200,-0.01162494228112962,-1.536835367421838e-16,-6.162592517647288,0.9999999995121696,Syp to shuffled Imp binding sites,74,2,48,29,1,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001215,Hrb98DE,943200,-3.622840691609261e-5,0,27000,6.1937102037833e-4,0,1.9387463256079267,0.02627132117753552,Imp to shuffled Syp binding sites,312,7,119,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001215,Hrb98DE,125760,-3.0380699694825764e-5,0,27000,6.1937102037833e-4,0,1.9214534171390307,0.02734254248991197,Syp to shuffled Imp binding sites,312,7,119,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001218,Hsc70-3,165060,-1.6902062609904e-4,-0.0154988885911021,27000,0.0109018885215512,-0.01255325932835938,18.71684338555805,5.603586119578003e-78,Imp to shuffled Syp binding sites,101,2,53,104,2,76,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001218,Hsc70-3,137550,-2.2349695763073e-4,-0.01473265940069978,27000,0.0109018885215512,-0.01255325932835938,18.808942864643267,1.0128607367070392e-78,Syp to shuffled Imp binding sites,101,2,53,104,2,76,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001235,hth,111693010,-1.1933789268036791e-6,-2.385839467879284e-16,235950,0.00844689489936572,-1.3838748513664582e-16,58.393463518703264,0,Imp to shuffled Syp binding sites,1090,20,141,59,2,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001235,hth,12887655,-1.2332109937098285e-6,-2.5561778084045695e-16,235950,0.00844689489936572,-1.3838748513664582e-16,58.39373883925734,0,Syp to shuffled Imp binding sites,1090,20,141,59,2,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0001942,eIF4A,129325,-2.4009187009688e-4,-0.01130727015686511,18375,0.0075118566263245,-0.00898346878989786,11.066356818879,1.1228473108718634e-28,Imp to shuffled Syp binding sites,171,2,118,80,2,53,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0001942,eIF4A,77595,-2.2949747658608e-4,-0.00925729148902293,18375,0.00751185662632449,-0.00898346878989786,11.051232706673629,1.3275741627226994e-28,Syp to shuffled Imp binding sites,171,2,118,80,2,53,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0002525,Lam,612360,-9.294546832091074e-5,0,37800,7.4965792218835e-4,0,2.113330199013671,0.01728952533153763,Imp to shuffled Syp binding sites,485,6,226,29,1,29,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0002525,Lam,79380,-1.02373080327e-4,0,37800,7.4965792218835e-4,0,2.1369755550393723,0.01630318984817764,Syp to shuffled Imp binding sites,485,6,226,29,1,29,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0002645,Map205,949995,-9.970338854716958e-5,-0.01046348346375186,260400,0.0023304124684893,-0.00806753312169876,14.362428076986006,4.639979738427869e-47,Imp to shuffled Syp binding sites,358,7,98,527,11,95,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0002645,Map205,1144080,-9.705184211483032e-5,-0.01039495080321241,260400,0.0023304124684893,-0.00806753312169876,14.34675695381013,5.815723663786615e-47,Syp to shuffled Imp binding sites,358,7,98,527,11,95,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0002719,Men,5535,-5.9447090085305e-4,1.3526345581147323e-16,1050,-0.00664571587696119,-0.01364451442415681,-1.9583331999758464,0.9747721795586238,Imp to shuffled Syp binding sites,26,1,26,75,1,75,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0002719,Men,25830,-5.3848832479295e-4,2.0215630048650808e-17,1050,-0.00664571587696119,-0.01364451442415681,-1.9764505523143372,0.9758173053383438,Syp to shuffled Imp binding sites,26,1,26,75,1,75,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0002772,Mlc1,69440,-1.8017327124532e-4,-0.02113086069805432,7000,0.03207881911122046,0.00962470323609159,22.05622101530594,1.3914851064060771e-104,Imp to shuffled Syp binding sites,50,1,50,105,2,76,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0002772,Mlc1,99200,-2.1758600381415e-4,-0.02706987675809639,7000,0.03207881911122046,0.00962470323609159,22.08180096797592,8.199567260869588e-105,Syp to shuffled Imp binding sites,50,1,50,105,2,76,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003137,Ppn,69600,-1.1088855766192e-4,-8.302524302197172e-17,9000,6.17258621165702e-5,-9.45263611164983e-17,0.40623878826914583,0.34228840807632643,Imp to shuffled Syp binding sites,145,2,73,27,1,27,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003137,Ppn,27840,-1.0795127838724e-4,-8.141361118910524e-17,9000,6.172586211657034e-5,-9.45263611164983e-17,0.3993260588755797,0.34483122234216307,Syp to shuffled Imp binding sites,145,2,73,27,1,27,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003165,pum,1219530,-2.2002919487662615e-5,-1.9381748762927174e-16,82150,0.0010343800727207,-1.6568444164841918e-16,4.476048439525803,3.806964246128141e-6,Imp to shuffled Syp binding sites,201,4,72,244,7,54,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003165,pum,1426620,-3.0709317798966213e-5,-4.8306483087622e-4,82150,0.0010343800727207,-1.6568444164841918e-16,4.512938715933731,3.2012021385620477e-6,Syp to shuffled Imp binding sites,201,4,72,244,7,54,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003261,Rm62,1143455,-4.317311989658263e-5,-0.01476759391674353,168625,0.0686329537690818,0.054367810475348,281.25378379359745,0,Imp to shuffled Syp binding sites,255,5,97,431,4,211,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003261,Rm62,1529975,-4.2698707769082664e-5,-0.01514953256543852,168625,0.06863295376908178,0.054367810475348,281.251840902931,0,Syp to shuffled Imp binding sites,255,5,97,431,4,211,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003392,shi,466720,-5.693479180690866e-5,-0.02154178320796474,8000,-0.00306220517802105,-0.01231911444593742,-3.214817679646901,0.9993447708283856,Imp to shuffled Syp binding sites,80,3,27,26,1,26,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003392,shi,145850,-4.4906741595012104e-5,-0.00771626165951581,8000,-0.00306220517802105,-0.01231911444593742,-3.227684404934004,0.9993735019086282,Syp to shuffled Imp binding sites,80,3,27,26,1,26,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003435,sm,12128500,-1.0137901775925484e-5,-0.00671427152904829,276950,-0.00127713035720345,-0.00511475789922603,-8.852716878438773,1,Imp to shuffled Syp binding sites,635,12,192,181,4,73,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003435,sm,3683000,-1.0767708636581491e-5,-3.7338533605994535e-16,276950,-0.00127713035720345,-0.00511475789922603,-8.848316298307767,1,Syp to shuffled Imp binding sites,635,12,192,181,4,73,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003607,Su(var)205,10450,-0.00104692227902695,-0.01080358191336222,2000,-2.2178581460162e-4,-0.01614046244674229,0.3471845820203635,0.3642445999498916,Imp to shuffled Syp binding sites,48,1,48,53,1,53,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003607,Su(var)205,8360,-0.00103938834128233,-0.01214813724167966,2000,-2.2178581460162e-4,-0.01614046244674229,0.34401460088438846,0.3654357437761164,Syp to shuffled Imp binding sites,48,1,48,53,1,53,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003721,Tm1,7649970,-1.026866149052354e-5,-0.00967974354594047,199500,0.03038594568616803,0.01266319181347973,150.5286479284507,0,Imp to shuffled Syp binding sites,564,8,143,278,6,75,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003721,Tm1,4697350,-1.0897612561417612e-5,-0.01017559961448314,199500,0.03038594568616803,0.01266319181347973,150.53176263060513,0,Syp to shuffled Imp binding sites,564,8,143,278,6,75,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0003891,tud,86570,-2.2864624149025e-4,-0.00923636229385342,3850,0.06315560656328965,0.09261468242558486,44.53288006676255,0,Imp to shuffled Syp binding sites,131,3,75,83,3,30,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0003891,tud,27545,-2.1368424770661e-4,-0.00944610514585747,3850,0.06315560656328965,0.09261468242558486,44.52236798142207,0,Syp to shuffled Imp binding sites,131,3,75,83,3,30,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004103,Pp1-87B,596885,-9.236133506722878e-5,-9.40392341897076e-17,41200,7.2097212142495e-4,-7.572574718343217e-17,2.164474489166956,0.01521683859549869,Imp to shuffled Syp binding sites,413,7,94,28,1,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004103,Pp1-87B,92720,-1.1407761737666e-4,-9.01042029395052e-17,41200,7.2097212142495e-4,-7.572574718343217e-17,2.222266700569466,0.01313534797053652,Syp to shuffled Imp binding sites,413,7,94,28,1,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004108,Nrt,132600,-1.5925757541326e-4,-0.00280613683911588,18600,0.00218237604064263,-2.4082255043010607e-16,3.900018728311995,4.826163055902804e-5,Imp to shuffled Syp binding sites,154,3,73,102,3,48,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004108,Nrt,171275,-1.666252731302e-4,-0.00151035303791327,18600,0.00218237604064263,-2.4082255043010607e-16,3.9122897167721753,4.587513113946975e-5,Syp to shuffled Imp binding sites,154,3,73,102,3,48,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004177,mts,504450,-7.065875803935564e-5,-1.4020594487606222e-16,29925,0.0074401433358082,-9.194988869903331e-17,18.81355695087866,8.308544281453745e-79,Imp to shuffled Syp binding sites,198,3,100,82,2,54,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004177,mts,185850,-8.326156115786463e-5,-9.210980088804028e-17,29925,0.0074401433358082,-9.194988869903331e-17,18.845125290883917,4.609807008019551e-79,Syp to shuffled Imp binding sites,198,3,100,82,2,54,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004179,Csp,217250,-5.2180425151812605e-5,-1.7190705714040974e-16,17600,0.00418847685864095,-1.3249218126195882e-16,8.656605237493746,2.6368727490549936e-18,Imp to shuffled Syp binding sites,82,3,28,108,3,54,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004179,Csp,316000,-6.567920545909473e-5,-1.6935802814707932e-16,17600,0.00418847685864095,-1.3249218126195882e-16,8.684160780063616,2.0721931997372327e-18,Syp to shuffled Imp binding sites,82,3,28,108,3,54,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004227,nonA,493255,-3.8836960395711314e-5,-0.01753196649991412,9350,0.04345595841175554,0.03366585857742733,37.33249879557488,9.071511825031631e-285,Imp to shuffled Syp binding sites,29,1,29,82,2,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004227,nonA,638330,-3.961931359920617e-5,-0.0176821870635887,9350,0.04345595841175553,0.03366585857742733,37.33317030580448,8.875603871245616e-285,Syp to shuffled Imp binding sites,29,1,29,82,2,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004237,Hrb87F,283675,-6.433540819313316e-5,-1.0540637236432836e-16,7000,0.01191617055958752,-7.031896791483819e-17,12.547684756096851,4.9510885741755384e-36,Imp to shuffled Syp binding sites,102,2,75,28,1,28,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004237,Hrb87F,64840,-9.972905975626511e-5,-0.00315578787244072,7000,0.01191617055958752,-7.031896791483819e-17,12.584754007042989,3.130574046453885e-36,Syp to shuffled Imp binding sites,102,2,75,28,1,28,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004362,HmgD,254100,-2.1259880709849e-4,-0.01146121119156087,25500,-0.00211484130731287,-0.01307529733904445,-3.606740242633552,0.9998446700837992,Imp to shuffled Syp binding sites,242,6,77,75,2,47,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004362,HmgD,71995,-1.87550602511e-4,-0.01130094949551049,25500,-0.00211484130731287,-0.01307529733904445,-3.654232803377659,0.9998707652838577,Syp to shuffled Imp binding sites,242,6,77,75,2,47,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004363,porin,102560,-2.082316819892e-4,-2.8422609718944996e-16,8800,-7.8776064376185e-4,-2.8678060235352173e-16,-0.7303823155213387,0.767412014718213,Imp to shuffled Syp binding sites,104,2,78,79,2,51,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004363,porin,35255,-1.7670259827562e-4,-2.1426215761672648e-16,8800,-7.8776064376185e-4,-2.8678060235352173e-16,-0.7701185266307082,0.7793748689116912,Syp to shuffled Imp binding sites,104,2,78,79,2,51,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004432,Cyp1,152700,-3.4514386219648e-4,-0.01030791657995443,61500,8.4106561028759e-4,-0.01164352589601276,3.008074360333394,0.00131507556690688,Imp to shuffled Syp binding sites,223,3,99,191,5,52,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004432,Cyp1,104345,-3.8319010320906e-4,-0.01266237757597574,61500,8.4106561028759e-4,-0.01164352589601276,3.104554724680294,9.5326085559147e-4,Syp to shuffled Imp binding sites,223,3,99,191,5,52,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004587,B52,359385,-2.6146209039258376e-5,-1.8901065845092687e-16,5700,0.00491248301414461,-3.289517951015149e-16,4.835018795258857,6.8314663384325e-7,Imp to shuffled Syp binding sites,81,2,52,50,1,50,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
FBgn0004587,B52,226980,-3.7914436116527945e-5,-4.521822847376309e-16,5700,0.00491248301414461,-3.289517951015149e-16,4.846540129729232,6.448159985019881e-7,Syp to shuffled Imp binding sites,81,2,52,50,1,50,UTR3,Observed,Observed,Syp to shuffled Imp binding sitesObserved
FBgn0004595,pros,4270750,-6.534336251803743e-6,-5.88112921658769e-17,1236125,2.2949866534105e-4,-4.390410953248102e-17,3.925057540569525,4.335685016416752e-5,Imp to shuffled Syp binding sites,242,4,95,4808,83,175,UTR3,Observed,Observed,Imp to shuffled Syp binding sitesObserved
